image_idx,hex,rgb,hsl,lab,gbifID,identifier,latitude,longitude
29767,#b9a3e8,"(185, 163, 232)","(0.7198067632850241, 0.5999999999999999, 0.7745098039215685)","(181, 150, 96)",3321229445,https://inaturalist-open-data.s3.amazonaws.com/photos/140001205/original.jpg,39.430553,-96.760011
29768,#a77acc,"(167, 122, 204)","(0.758130081300813, 0.44565217391304357, 0.6392156862745099)","(149, 161, 92)",3321226346,https://inaturalist-open-data.s3.amazonaws.com/photos/139838052/original.jpg,33.238712,-108.231353
29769,#b383d1,"(179, 131, 209)","(0.7692307692307692, 0.4588235294117647, 0.6666666666666666)","(158, 161, 95)",3321226346,https://inaturalist-open-data.s3.amazonaws.com/photos/139838010/original.jpg,33.238712,-108.231353
29770,#a676c7,"(166, 118, 199)","(0.7654320987654321, 0.41968911917098445, 0.6215686274509804)","(146, 162, 93)",3321226346,https://inaturalist-open-data.s3.amazonaws.com/photos/139838032/original.jpg,33.238712,-108.231353
29771,#c2a9da,"(194, 169, 218)","(0.7517006802721089, 0.3983739837398373, 0.7588235294117647)","(186, 146, 107)",3321220360,https://inaturalist-open-data.s3.amazonaws.com/photos/139867240/original.jpg,35.608978,-82.59598
29772,#f0d3f5,"(240, 211, 245)","(0.8088235294117646, 0.6296296296296297, 0.8941176470588235)","(224, 144, 115)",3321215584,https://inaturalist-open-data.s3.amazonaws.com/photos/140247695/original.jpg,40.965164,-73.688896
29773,#e6c2f0,"(230, 194, 240)","(0.7971014492753623, 0.6052631578947368, 0.8509803921568627)","(211, 149, 110)",3321215584,https://inaturalist-open-data.s3.amazonaws.com/photos/140247721/original.jpg,40.965164,-73.688896
29775,#c4a1d4,"(196, 161, 212)","(0.7810457516339869, 0.37226277372262795, 0.7313725490196079)","(181, 150, 107)",3321212603,https://inaturalist-open-data.s3.amazonaws.com/photos/140277267/original.jpg,41.980228,-87.744553
29781,#d473c8,"(212, 115, 200)","(0.8539518900343643, 0.5300546448087433, 0.6411764705882353)","(158, 178, 100)",3321208083,https://inaturalist-open-data.s3.amazonaws.com/photos/139422492/original.jpg,39.535122,-105.157922
29782,#ce76c2,"(206, 118, 194)","(0.8560606060606061, 0.47311827956989244, 0.6352941176470588)","(157, 173, 103)",3321208083,https://inaturalist-open-data.s3.amazonaws.com/photos/139422503/original.jpg,39.535122,-105.157922
29783,#a990cf,"(169, 144, 207)","(0.7328042328042329, 0.39622641509433965, 0.6882352941176471)","(163, 150, 99)",3321205630,https://inaturalist-open-data.s3.amazonaws.com/photos/138695952/original.jpg,36.366563,-96.811405
29785,#ce96d1,"(206, 150, 209)","(0.824858757062147, 0.3907284768211919, 0.7039215686274509)","(176, 159, 106)",3321197681,https://inaturalist-open-data.s3.amazonaws.com/photos/138765755/original.jpeg,35.496268,-80.832273
29787,#cda7db,"(205, 167, 219)","(0.7884615384615384, 0.41935483870967727, 0.7568627450980392)","(187, 151, 107)",3321191039,https://inaturalist-open-data.s3.amazonaws.com/photos/139377735/original.jpg,42.066177,-88.368137
29788,#cfa6cf,"(207, 166, 207)","(0.8333333333333334, 0.29927007299270075, 0.7313725490196079)","(186, 150, 113)",3321189962,https://inaturalist-open-data.s3.amazonaws.com/photos/139224626/original.jpg,40.26132,-76.641553
29789,#d1b6d9,"(209, 182, 217)","(0.7952380952380952, 0.3153153153153152, 0.7823529411764706)","(197, 144, 114)",3321184296,https://inaturalist-open-data.s3.amazonaws.com/photos/139725990/original.jpeg,39.409907,-86.150326
29790,#d4b5d7,"(212, 181, 215)","(0.8186274509803922, 0.2982456140350877, 0.7764705882352941)","(197, 145, 115)",3321184296,https://inaturalist-open-data.s3.amazonaws.com/photos/139726014/original.jpeg,39.409907,-86.150326
29791,#8a7d9e,"(138, 125, 158)","(0.7323232323232323, 0.1453744493392071, 0.5549019607843138)","(139, 140, 112)",3321179977,https://inaturalist-open-data.s3.amazonaws.com/photos/139504952/original.jpg,35.076786,-83.346458
29792,#e3ccf3,"(227, 204, 243)","(0.7649572649572649, 0.6190476190476186, 0.8764705882352941)","(217, 143, 112)",3321177392,https://inaturalist-open-data.s3.amazonaws.com/photos/139949122/original.jpg,42.26254,-88.237044
29793,#c8c1e3,"(200, 193, 227)","(0.7009803921568628, 0.3777777777777776, 0.8235294117647058)","(203, 137, 112)",3321176443,https://inaturalist-open-data.s3.amazonaws.com/photos/140062017/original.jpeg,42.34098,-90.542466
29794,#c1b5dc,"(193, 181, 220)","(0.717948717948718, 0.35779816513761487, 0.7862745098039217)","(193, 140, 110)",3321176443,https://inaturalist-open-data.s3.amazonaws.com/photos/140062029/original.jpeg,42.34098,-90.542466
29796,#d1aad0,"(209, 170, 208)","(0.8376068376068376, 0.2977099236641222, 0.7431372549019608)","(189, 149, 114)",3321176016,https://inaturalist-open-data.s3.amazonaws.com/photos/139311880/original.jpeg,42.408433,-82.221489
29802,#bfa1c2,"(191, 161, 194)","(0.8181818181818182, 0.21290322580645157, 0.696078431372549)","(178, 145, 115)",3321167097,https://inaturalist-open-data.s3.amazonaws.com/photos/139380312/original.jpeg,38.880216,-94.890835
29805,#d3a3e4,"(211, 163, 228)","(0.7897435897435897, 0.546218487394958, 0.7666666666666666)","(187, 157, 102)",3321163843,https://inaturalist-open-data.s3.amazonaws.com/photos/139038295/original.jpeg,39.511606,-86.086589
29806,#7a80a8,"(122, 128, 168)","(0.6449275362318841, 0.20909090909090905, 0.5686274509803921)","(139, 135, 106)",3321161282,https://inaturalist-open-data.s3.amazonaws.com/photos/139830529/original.jpg,38.79251,-77.044382
29807,#9b93a2,"(155, 147, 162)","(0.7555555555555555, 0.0746268656716418, 0.6058823529411764)","(158, 134, 121)",3321161282,https://inaturalist-open-data.s3.amazonaws.com/photos/139830589/original.jpg,38.79251,-77.044382
29808,#d5b8de,"(213, 184, 222)","(0.793859649122807, 0.36538461538461553, 0.7960784313725491)","(200, 145, 113)",3321156614,https://inaturalist-open-data.s3.amazonaws.com/photos/140289358/original.jpg,40.163386,-75.306635
29810,#c28ec3,"(194, 142, 195)","(0.830188679245283, 0.3063583815028901, 0.6607843137254902)","(167, 157, 108)",3321139406,https://inaturalist-open-data.s3.amazonaws.com/photos/140155698/original.jpg,39.575353,-105.175018
29813,#eee2ed,"(238, 226, 237)","(0.8472222222222221, 0.2608695652173916, 0.9098039215686274)","(232, 134, 124)",3321135154,https://inaturalist-open-data.s3.amazonaws.com/photos/139530797/original.jpg,38.039626,-79.133927
29816,#d9c5f1,"(217, 197, 241)","(0.7424242424242423, 0.6111111111111112, 0.8588235294117648)","(210, 143, 109)",3321132314,https://inaturalist-open-data.s3.amazonaws.com/photos/139739803/original.jpg,36.391061,-93.759058
29817,#ceabde,"(206, 171, 222)","(0.7810457516339869, 0.4358974358974359, 0.7705882352941176)","(190, 150, 107)",3321130501,https://inaturalist-open-data.s3.amazonaws.com/photos/140192418/original.jpg,42.986151,-88.19788
29818,#b8b1c8,"(184, 177, 200)","(0.7173913043478262, 0.17293233082706772, 0.7392156862745098)","(187, 135, 117)",3321127876,https://inaturalist-open-data.s3.amazonaws.com/photos/139123322/original.jpeg,42.376897,-88.016693
29819,#d3afd3,"(211, 175, 211)","(0.8333333333333334, 0.29032258064516114, 0.7568627450980392)","(193, 147, 115)",3321127285,https://inaturalist-open-data.s3.amazonaws.com/photos/139719199/original.jpg,38.878385,-94.569256
29821,#baaedb,"(186, 174, 219)","(0.7111111111111111, 0.38461538461538436, 0.7705882352941176)","(187, 141, 107)",3321123218,https://inaturalist-open-data.s3.amazonaws.com/photos/139639935/original.jpeg,43.861396,-79.532033
29822,#c3a1c2,"(195, 161, 194)","(0.8382352941176471, 0.22077922077922071, 0.6980392156862745)","(179, 146, 116)",3321121940,https://inaturalist-open-data.s3.amazonaws.com/photos/139256369/original.jpg,36.141122,-78.843855
29824,#e4c3ec,"(228, 195, 236)","(0.8008130081300813, 0.5189873417721522, 0.8450980392156863)","(211, 147, 112)",3321114887,https://inaturalist-open-data.s3.amazonaws.com/photos/139107085/original.jpeg,41.252512,-95.932853
29829,#b398cc,"(179, 152, 204)","(0.7532051282051282, 0.3376623376623377, 0.6980392156862745)","(170, 148, 105)",3321109185,https://inaturalist-open-data.s3.amazonaws.com/photos/139604281/original.jpg,35.304767,-106.420523
29832,#eac5f3,"(234, 197, 243)","(0.8007246376811593, 0.657142857142857, 0.8627450980392157)","(214, 149, 110)",3321107272,https://inaturalist-open-data.s3.amazonaws.com/photos/139823107/original.jpg,44.899483,-93.196687
29833,#dabcf1,"(218, 188, 241)","(0.761006289308176, 0.6543209876543208, 0.8411764705882353)","(205, 148, 106)",3321105897,https://inaturalist-open-data.s3.amazonaws.com/photos/139140648/original.jpg,35.128416,-89.815315
29835,#b39eed,"(179, 158, 237)","(0.7109704641350211, 0.6869565217391306, 0.7745098039215687)","(177, 152, 91)",3321104136,https://inaturalist-open-data.s3.amazonaws.com/photos/139529694/original.jpg,40.069008,-87.983272
29836,#ccc6d6,"(204, 198, 214)","(0.7291666666666666, 0.163265306122449, 0.807843137254902)","(206, 133, 121)",3321102887,https://inaturalist-open-data.s3.amazonaws.com/photos/139137009/original.jpeg,33.017228,-90.262746
29838,#c5bec5,"(197, 190, 197)","(0.8333333333333334, 0.056910569105691075, 0.7588235294117647)","(198, 132, 125)",3321102887,https://inaturalist-open-data.s3.amazonaws.com/photos/139137050/original.jpeg,33.017228,-90.262746
29839,#c8b4e7,"(200, 180, 231)","(0.7320261437908496, 0.5151515151515151, 0.8058823529411765)","(195, 145, 105)",3321100819,https://inaturalist-open-data.s3.amazonaws.com/photos/139061449/original.jpg,30.801037,-90.49113
29840,#c6a9d2,"(198, 169, 210)","(0.7845528455284554, 0.31297709923664124, 0.7431372549019608)","(186, 146, 111)",3321100018,https://inaturalist-open-data.s3.amazonaws.com/photos/139348783/original.jpeg,41.839156,-88.07528
29841,#c8a7d3,"(200, 167, 211)","(0.7916666666666666, 0.33333333333333326, 0.7411764705882353)","(185, 148, 110)",3321096291,https://inaturalist-open-data.s3.amazonaws.com/photos/139648131/original.jpeg,41.834842,-87.902947
29842,#d5abf0,"(213, 171, 240)","(0.7681159420289855, 0.6969696969696971, 0.8058823529411765)","(193, 156, 99)",3321096141,https://inaturalist-open-data.s3.amazonaws.com/photos/139426130/original.jpg,44.462937,-93.150261
29843,#ceb3d2,"(206, 179, 210)","(0.8118279569892474, 0.256198347107438, 0.7627450980392156)","(194, 143, 116)",3321094671,https://inaturalist-open-data.s3.amazonaws.com/photos/138772492/original.jpeg,37.598835,-89.245745
29844,#cfabe3,"(207, 171, 227)","(0.7738095238095238, 0.4999999999999997, 0.780392156862745)","(191, 151, 105)",3321094233,https://inaturalist-open-data.s3.amazonaws.com/photos/139664652/original.jpg,37.898055,-93.994161
29849,#d1aacd,"(209, 170, 205)","(0.8504273504273504, 0.2977099236641222, 0.7431372549019608)","(189, 148, 116)",3321091238,https://inaturalist-open-data.s3.amazonaws.com/photos/139718987/original.jpg,38.878228,-94.569177
29850,#ceb2bd,"(206, 178, 189)","(0.9345238095238094, 0.22222222222222232, 0.7529411764705882)","(192, 140, 126)",3321084007,https://inaturalist-open-data.s3.amazonaws.com/photos/139310016/original.jpg,39.212422,-76.916588
29851,#c6aeba,"(198, 174, 186)","(0.9166666666666667, 0.17391304347826092, 0.7294117647058824)","(187, 139, 125)",3321084007,https://inaturalist-open-data.s3.amazonaws.com/photos/139309952/original.jpg,39.212422,-76.916588
29856,#d5badd,"(213, 186, 221)","(0.7952380952380952, 0.3398058252427187, 0.7980392156862746)","(201, 144, 114)",3321071972,https://inaturalist-open-data.s3.amazonaws.com/photos/139212500/original.jpg,35.897835,-90.694186
29857,#c4acca,"(196, 172, 202)","(0.8000000000000002, 0.22058823529411753, 0.7333333333333334)","(187, 142, 116)",3321071134,https://inaturalist-open-data.s3.amazonaws.com/photos/139540128/original.jpeg,39.227787,-96.647461
29858,#ddb6e9,"(221, 182, 233)","(0.7941176470588235, 0.5368421052631578, 0.8137254901960784)","(201, 151, 108)",3321068406,https://inaturalist-open-data.s3.amazonaws.com/photos/139969619/original.jpg,44.936425,-93.150086
29860,#d4aecc,"(212, 174, 204)","(0.868421052631579, 0.3064516129032258, 0.7568627450980392)","(192, 147, 118)",3321066555,https://inaturalist-open-data.s3.amazonaws.com/photos/140206210/original.jpg,39.494597,-76.69175
29861,#c2a5ce,"(194, 165, 206)","(0.7845528455284553, 0.29496402877697847, 0.7274509803921569)","(182, 146, 111)",3321066331,https://inaturalist-open-data.s3.amazonaws.com/photos/139820343/original.jpg,41.901345,-89.371742
29863,#c4a8c9,"(196, 168, 201)","(0.8080808080808081, 0.2340425531914893, 0.7235294117647059)","(184, 144, 115)",3321063874,https://inaturalist-open-data.s3.amazonaws.com/photos/139121326/original.jpeg,33.435678,-96.022221
29864,#c5b1d6,"(197, 177, 214)","(0.7567567567567567, 0.31092436974789917, 0.7666666666666666)","(191, 142, 112)",3321063874,https://inaturalist-open-data.s3.amazonaws.com/photos/139121344/original.jpeg,33.435678,-96.022221
29865,#cebce1,"(206, 188, 225)","(0.7477477477477478, 0.381443298969072, 0.8098039215686275)","(201, 141, 112)",3321062502,https://inaturalist-open-data.s3.amazonaws.com/photos/140146980/original.jpg,42.326053,-89.019883
29866,#d8cae2,"(216, 202, 226)","(0.763888888888889, 0.2926829268292681, 0.8392156862745097)","(212, 137, 118)",3321057571,https://inaturalist-open-data.s3.amazonaws.com/photos/140229554/original.jpg,43.009971,-89.482109
29869,#d1a0d3,"(209, 160, 211)","(0.8267973856209151, 0.36690647482014377, 0.7274509803921568)","(183, 155, 109)",3321047308,https://inaturalist-open-data.s3.amazonaws.com/photos/139739413/original.jpeg,44.949549,-93.07062
29875,#c39ebe,"(195, 158, 190)","(0.8558558558558558, 0.23566878980891706, 0.692156862745098)","(177, 147, 117)",3321038575,https://inaturalist-open-data.s3.amazonaws.com/photos/140166258/original.jpeg,44.767876,-93.235319
29876,#cfc1e0,"(207, 193, 224)","(0.7419354838709679, 0.3333333333333333, 0.8176470588235294)","(204, 139, 114)",3321034439,https://inaturalist-open-data.s3.amazonaws.com/photos/139994196/original.jpg,41.673422,-87.560407
29877,#cf87cf,"(207, 135, 207)","(0.8333333333333334, 0.42857142857142866, 0.6705882352941177)","(168, 167, 102)",3321033387,https://inaturalist-open-data.s3.amazonaws.com/photos/139955245/original.jpeg,44.960951,-93.170288
29884,#bba1bf,"(187, 161, 191)","(0.811111111111111, 0.18987341772151903, 0.6901960784313725)","(177, 143, 116)",3321025428,https://inaturalist-open-data.s3.amazonaws.com/photos/140062693/original.jpeg,41.013385,-81.514488
29887,#d2bedf,"(210, 190, 223)","(0.7676767676767676, 0.34020618556701027, 0.8098039215686275)","(203, 141, 114)",3321024552,https://inaturalist-open-data.s3.amazonaws.com/photos/140160675/original.jpeg,39.010726,-76.935727
29888,#b17dd0,"(177, 125, 208)","(0.7710843373493975, 0.4689265536723164, 0.6529411764705882)","(154, 163, 93)",3321017477,https://inaturalist-open-data.s3.amazonaws.com/photos/140042857/original.jpg,40.058197,-105.322869
29890,#e0c0eb,"(224, 192, 235)","(0.7906976744186047, 0.5180722891566261, 0.8372549019607842)","(208, 147, 111)",3321016495,https://inaturalist-open-data.s3.amazonaws.com/photos/140051156/original.jpg,41.197792,-96.299184
29894,#ddc5f0,"(221, 197, 240)","(0.7596899224806202, 0.5890410958904111, 0.8568627450980393)","(211, 144, 110)",3320998393,https://inaturalist-open-data.s3.amazonaws.com/photos/143702070/original.jpeg,42.313335,-89.172821
29895,#d5afe7,"(213, 175, 231)","(0.7797619047619048, 0.5384615384615387, 0.7960784313725491)","(195, 152, 105)",3320992594,https://inaturalist-open-data.s3.amazonaws.com/photos/140294644/original.jpeg,42.36135,-88.023978
29896,#e7bfdc,"(231, 191, 220)","(0.8791666666666667, 0.4545454545454544, 0.8274509803921568)","(208, 147, 119)",3320992594,https://inaturalist-open-data.s3.amazonaws.com/photos/140294287/original.jpeg,42.36135,-88.023978
29898,#ab7fb7,"(171, 127, 183)","(0.7976190476190476, 0.28, 0.607843137254902)","(151, 155, 105)",3320991510,https://inaturalist-open-data.s3.amazonaws.com/photos/140156672/original.jpeg,51.095071,-114.185253
29899,#ae80bb,"(174, 128, 187)","(0.7966101694915255, 0.30256410256410254, 0.6176470588235294)","(153, 156, 104)",3320991510,https://inaturalist-open-data.s3.amazonaws.com/photos/140156729/original.jpeg,51.095071,-114.185253
29900,#dcb3ce,"(220, 179, 206)","(0.8902439024390244, 0.3693693693693696, 0.7823529411764706)","(197, 147, 120)",3320989546,https://inaturalist-open-data.s3.amazonaws.com/photos/140281580/original.jpeg,43.257557,-79.765443
29901,#c09bbe,"(192, 155, 190)","(0.8423423423423423, 0.22699386503067492, 0.6803921568627451)","(174, 148, 115)",3320987604,https://inaturalist-open-data.s3.amazonaws.com/photos/140296934/original.jpeg,43.068969,-89.486356
29902,#b8a0dd,"(184, 160, 221)","(0.7322404371584699, 0.4728682170542637, 0.7470588235294118)","(178, 149, 100)",3320979532,https://inaturalist-open-data.s3.amazonaws.com/photos/140192379/original.jpg,42.986151,-88.19788
29906,#bfa5c9,"(191, 165, 201)","(0.7870370370370371, 0.2499999999999999, 0.7176470588235294)","(181, 144, 113)",3320968395,https://inaturalist-open-data.s3.amazonaws.com/photos/139940061/original.jpeg,35.941689,-78.998802
29907,#c6a0db,"(198, 160, 219)","(0.7740112994350282, 0.45038167938931295, 0.7431372549019608)","(181, 153, 103)",3320966633,https://inaturalist-open-data.s3.amazonaws.com/photos/140296876/original.jpg,40.456455,-89.037638
29908,#d6c4e5,"(214, 196, 229)","(0.7575757575757575, 0.3882352941176471, 0.8333333333333334)","(208, 140, 114)",3320965576,https://inaturalist-open-data.s3.amazonaws.com/photos/140287808/original.jpeg,43.039356,-89.408806
29912,#d0a5d4,"(208, 165, 212)","(0.8191489361702127, 0.35338345864661663, 0.7392156862745098)","(186, 152, 110)",3320955204,https://inaturalist-open-data.s3.amazonaws.com/photos/139620239/original.jpg,39.207184,-76.910148
29919,#d9acde,"(217, 172, 222)","(0.8166666666666665, 0.43103448275862066, 0.7725490196078432)","(193, 153, 109)",3320950222,https://inaturalist-open-data.s3.amazonaws.com/photos/139708813/original.jpg,40.576476,-83.088683
29923,#c7a8d4,"(199, 168, 212)","(0.7840909090909091, 0.3384615384615386, 0.7450980392156863)","(186, 147, 110)",3320945186,https://inaturalist-open-data.s3.amazonaws.com/photos/139608099/original.jpg,35.499837,-82.603813
29926,#c4aee0,"(196, 174, 224)","(0.7400000000000001, 0.44642857142857134, 0.7803921568627451)","(190, 145, 106)",3320927222,https://inaturalist-open-data.s3.amazonaws.com/photos/139617829/original.jpg,40.843694,-96.711167
29927,#afaae3,"(175, 170, 227)","(0.6812865497076023, 0.5044247787610617, 0.7784313725490195)","(183, 142, 100)",3320922634,https://inaturalist-open-data.s3.amazonaws.com/photos/138667135/original.jpg,36.969443,-85.1547
29931,#b085bf,"(176, 133, 191)","(0.7902298850574713, 0.31182795698924726, 0.6352941176470588)","(157, 155, 104)",3320919828,https://inaturalist-open-data.s3.amazonaws.com/photos/139026435/original.jpeg,39.037655,-77.493552
29932,#baa2aa,"(186, 162, 170)","(0.9444444444444444, 0.14814814814814817, 0.6823529411764706)","(176, 138, 127)",3320919257,https://inaturalist-open-data.s3.amazonaws.com/photos/139672284/original.jpeg,39.285263,-84.741997
29934,#c6a4dd,"(198, 164, 221)","(0.7660818713450293, 0.4559999999999999, 0.7549019607843137)","(184, 151, 104)",3320916851,https://inaturalist-open-data.s3.amazonaws.com/photos/139025362/original.jpg,38.977185,-76.918813
29935,#87487e,"(135, 72, 126)","(0.8571428571428571, 0.30434782608695654, 0.40588235294117647)","(102, 163, 109)",3320913328,https://inaturalist-open-data.s3.amazonaws.com/photos/58787582/original.jpeg,46.851833,-113.962837
29936,#d1b5d6,"(209, 181, 214)","(0.808080808080808, 0.28695652173913044, 0.7745098039215687)","(196, 144, 115)",3320910132,https://inaturalist-open-data.s3.amazonaws.com/photos/139506865/original.jpg,42.281492,-83.753201
29937,#cea4c7,"(206, 164, 199)","(0.8611111111111112, 0.30000000000000004, 0.7254901960784315)","(184, 149, 116)",3320907891,https://inaturalist-open-data.s3.amazonaws.com/photos/139153114/original.jpg,32.451336,-110.746332
29938,#ccabe5,"(204, 171, 229)","(0.7614942528735633, 0.5272727272727274, 0.7843137254901961)","(190, 151, 103)",3320907834,https://inaturalist-open-data.s3.amazonaws.com/photos/139104078/original.jpg,43.015961,-88.440338
29939,#d4c8e7,"(212, 200, 231)","(0.7311827956989249, 0.3924050632911393, 0.8450980392156863)","(210, 138, 114)",3320906624,https://inaturalist-open-data.s3.amazonaws.com/photos/138677496/original.jpeg,35.818556,-86.227513
29941,#d6d0f5,"(214, 208, 245)","(0.6936936936936937, 0.6491228070175438, 0.888235294117647)","(217, 137, 111)",3320906624,https://inaturalist-open-data.s3.amazonaws.com/photos/138677481/original.jpeg,35.818556,-86.227513
29942,#dfc6e5,"(223, 198, 229)","(0.8010752688172044, 0.37349397590361455, 0.8372549019607843)","(211, 142, 116)",3320906624,https://inaturalist-open-data.s3.amazonaws.com/photos/138677463/original.jpeg,35.818556,-86.227513
29943,#e3c8f1,"(227, 200, 241)","(0.7764227642276422, 0.5942028985507247, 0.8647058823529412)","(214, 145, 111)",3320906624,https://inaturalist-open-data.s3.amazonaws.com/photos/138677444/original.jpeg,35.818556,-86.227513
29944,#c2b2d8,"(194, 178, 216)","(0.7368421052631579, 0.32758620689655166, 0.7725490196078431)","(191, 141, 111)",3320902200,https://inaturalist-open-data.s3.amazonaws.com/photos/139645342/original.jpg,42.405403,-85.393351
29946,#d0c2ce,"(208, 194, 206)","(0.857142857142857, 0.12962962962962968, 0.788235294117647)","(204, 135, 124)",3320901809,https://inaturalist-open-data.s3.amazonaws.com/photos/139027059/original.jpg,33.974561,-84.386991
29948,#cbb8bf,"(203, 184, 191)","(0.9385964912280701, 0.15447154471544705, 0.7588235294117647)","(195, 136, 127)",3320901809,https://inaturalist-open-data.s3.amazonaws.com/photos/139027124/original.jpg,33.974561,-84.386991
29949,#9d73a2,"(157, 115, 162)","(0.8156028368794327, 0.20171673819742483, 0.5431372549019607)","(138, 153, 109)",3320892097,https://inaturalist-open-data.s3.amazonaws.com/photos/139365850/original.jpeg,39.625267,-84.118614
29950,#cb9ee6,"(203, 158, 230)","(0.7708333333333334, 0.5901639344262294, 0.7607843137254902)","(182, 158, 98)",3320890963,https://inaturalist-open-data.s3.amazonaws.com/photos/139206855/original.jpg,41.512043,-90.641122
29951,#bda7ed,"(189, 167, 237)","(0.719047619047619, 0.6603773584905663, 0.7921568627450981)","(185, 150, 96)",3320889259,https://inaturalist-open-data.s3.amazonaws.com/photos/139719407/original.jpg,38.87838,-94.569247
29952,#dcbaf1,"(220, 186, 241)","(0.7696969696969697, 0.6626506024096382, 0.8372549019607842)","(204, 150, 105)",3320888264,https://inaturalist-open-data.s3.amazonaws.com/photos/139719661/original.jpg,38.878217,-94.568922
29954,#d2b2d9,"(210, 178, 217)","(0.8034188034188033, 0.33913043478260857, 0.7745098039215685)","(195, 146, 113)",3320884560,https://inaturalist-open-data.s3.amazonaws.com/photos/137278319/original.jpg,30.312555,-97.930644
29956,#edc1e1,"(237, 193, 225)","(0.8787878787878788, 0.5500000000000002, 0.8431372549019608)","(211, 149, 118)",3320881875,https://inaturalist-open-data.s3.amazonaws.com/photos/139062993/original.jpeg,39.420504,-77.205747
29957,#e1b8dd,"(225, 184, 221)","(0.8495934959349593, 0.40594059405940597, 0.8019607843137255)","(202, 149, 115)",3320881875,https://inaturalist-open-data.s3.amazonaws.com/photos/139062979/original.jpeg,39.420504,-77.205747
29958,#dfcdec,"(223, 205, 236)","(0.7634408602150536, 0.44927536231884074, 0.8647058823529412)","(216, 140, 115)",3320879212,https://inaturalist-open-data.s3.amazonaws.com/photos/139633648/original.jpeg,34.540562,-92.695328
29960,#cea0e4,"(206, 160, 228)","(0.7794117647058824, 0.5573770491803279, 0.7607843137254902)","(184, 157, 100)",3320877004,https://inaturalist-open-data.s3.amazonaws.com/photos/139270208/original.jpg,38.474617,-77.94403
29961,#daa9c8,"(218, 169, 200)","(0.8945578231292517, 0.3983739837398373, 0.7588235294117647)","(190, 151, 119)",3320875655,https://inaturalist-open-data.s3.amazonaws.com/photos/138759744/original.jpg,41.558583,-93.280503
29962,#dcbcca,"(220, 188, 202)","(0.9270833333333335, 0.3137254901960785, 0.8)","(202, 142, 125)",3320873983,https://inaturalist-open-data.s3.amazonaws.com/photos/139306104/original.jpg,36.008319,-84.16803
29963,#dabce6,"(218, 188, 230)","(0.7857142857142856, 0.45652173913043465, 0.8196078431372549)","(204, 146, 111)",3320870226,https://inaturalist-open-data.s3.amazonaws.com/photos/139720431/original.jpg,38.878288,-94.569208
29964,#c089bb,"(192, 137, 187)","(0.8484848484848485, 0.3038674033149171, 0.6450980392156862)","(163, 157, 110)",3320864940,https://inaturalist-open-data.s3.amazonaws.com/photos/139158242/original.jpeg,32.32862,-90.15799
29967,#b29cc1,"(178, 156, 193)","(0.7657657657657658, 0.2298136645962732, 0.6843137254901961)","(172, 143, 112)",3320862786,https://inaturalist-open-data.s3.amazonaws.com/photos/138979083/original.jpeg,38.098951,-78.495259
29968,#d9aed9,"(217, 174, 217)","(0.8333333333333334, 0.3613445378151259, 0.7666666666666666)","(194, 151, 112)",3320857270,https://inaturalist-open-data.s3.amazonaws.com/photos/139717626/original.jpg,43.807008,-79.17928
29969,#c7b0cd,"(199, 176, 205)","(0.7988505747126436, 0.2248062015503877, 0.7470588235294118)","(190, 142, 116)",3320855887,https://inaturalist-open-data.s3.amazonaws.com/photos/139050053/original.jpg,32.662853,-97.222989
29975,#9680ab,"(150, 128, 171)","(0.751937984496124, 0.2037914691943127, 0.5862745098039215)","(145, 145, 108)",3320845165,https://inaturalist-open-data.s3.amazonaws.com/photos/139533463/original.jpg,37.91668,-85.662405
29976,#d2a1d4,"(210, 161, 212)","(0.8267973856209149, 0.37226277372262795, 0.7313725490196079)","(184, 155, 109)",3320844907,https://inaturalist-open-data.s3.amazonaws.com/photos/139115516/original.jpg,34.715441,-96.41444
29978,#c8a2de,"(200, 162, 222)","(0.7722222222222221, 0.4761904761904763, 0.7529411764705882)","(183, 153, 103)",3320844907,https://inaturalist-open-data.s3.amazonaws.com/photos/139115496/original.jpg,34.715441,-96.41444
29980,#b0a7e9,"(176, 167, 233)","(0.6893939393939394, 0.5999999999999999, 0.7843137254901961)","(182, 145, 96)",3320841225,https://inaturalist-open-data.s3.amazonaws.com/photos/139598420/original.jpg,44.786042,-93.024405
29981,#d2b0eb,"(210, 176, 235)","(0.7627118644067797, 0.5959595959595959, 0.8058823529411765)","(195, 151, 103)",3320839019,https://inaturalist-open-data.s3.amazonaws.com/photos/139350894/original.jpg,39.169713,-84.542438
29982,#bfabc6,"(191, 171, 198)","(0.7901234567901234, 0.19148936170212777, 0.7235294117647059)","(185, 140, 117)",3314637544,https://inaturalist-open-data.s3.amazonaws.com/photos/138563159/original.jpeg,39.145664,-96.530624
29984,#dcabd0,"(220, 171, 208)","(0.8741496598639455, 0.41176470588235303, 0.7666666666666666)","(192, 152, 116)",3314635475,https://inaturalist-open-data.s3.amazonaws.com/photos/138396085/original.jpeg,38.206007,-91.170115
29985,#d5b3da,"(213, 179, 218)","(0.8119658119658121, 0.34513274336283173, 0.7784313725490195)","(196, 147, 113)",3314634473,https://inaturalist-open-data.s3.amazonaws.com/photos/138458128/original.jpg,37.71366,-84.296934
29986,#dab8e3,"(218, 184, 227)","(0.7984496124031008, 0.4343434343434343, 0.8058823529411765)","(201, 148, 111)",3314614326,https://inaturalist-open-data.s3.amazonaws.com/photos/138208620/original.jpg,41.596998,-93.869351
